Date;Country;CPI
1.8.21;Korea;0.48
1.9.21;Korea;0.41
1.10.21;Korea;0.17
1.11.21;Korea;0.50
1.12.21;Korea;0.16
1.1.22;Korea;0.78
1.2.22;Korea;0.54
1.3.22;Korea;0.65
1.4.22;Korea;0.69
1.5.22;Korea;0.63
1.6.22;Korea;0.66
1.7.22;Korea;0.48
1.8.22;Korea;-0.09
1.9.22;Korea;0.17
1.10.22;Korea;0.31
1.11.22;Korea;-0.08
1.12.22;Korea;0.17
1.1.23;Korea;0.74
1.2.23;Korea;0.24
1.3.23;Korea;0.17
1.4.23;Korea;0.23
1.5.23;Korea;0.32
1.6.23;Korea;0.03
1.7.23;Korea;0.12
1.8.23;Korea;0.89
1.9.23;Korea;0.51
1.10.23;Korea;0.37
1.11.23;Korea;-0.52
1.12.23;Korea;0.04
1.1.24;Korea;0.39
1.2.24;Korea;0.54
1.3.24;Korea;0.15
1.4.24;Korea;0.05
1.5.24;Korea;0.08
1.6.24;Korea;-0.23
1.7.24;Korea;0.25
1.8.24;Korea;0.36
1.9.24;Korea;0.10
1.1.12;Latvia;0.84
1.2.12;Latvia;0.14
1.3.12;Latvia;0.58
1.4.12;Latvia;0.62
1.5.12;Latvia;-0.16
1.6.12;Latvia;-0.07
1.7.12;Latvia;-0.50
1.8.12;Latvia;-0.29
1.9.12;Latvia;0.46
1.10.12;Latvia;-0.01
1.11.12;Latvia;-0.08
1.12.12;Latvia;0.04
1.1.13;Latvia;-0.16
1.2.13;Latvia;-0.13
1.3.13;Latvia;0.49
1.4.13;Latvia;0.04
1.5.13;Latvia;0.07
1.6.13;Latvia;0.21
1.7.13;Latvia;-0.33
1.8.13;Latvia;-0.82
1.9.13;Latvia;0.28
1.10.13;Latvia;0.35
1.11.13;Latvia;-0.46
1.12.13;Latvia;0.05
1.1.14;Latvia;0.65
1.2.14;Latvia;-0.05
1.3.14;Latvia;0.33
1.4.14;Latvia;0.46
1.5.14;Latvia;-0.06
1.6.14;Latvia;0.29
1.7.14;Latvia;-0.37
1.8.14;Latvia;-0.62
1.9.14;Latvia;0.49
1.10.14;Latvia;-0.02
1.11.14;Latvia;-0.25
1.12.14;Latvia;-0.64
1.1.15;Latvia;0.06
1.2.15;Latvia;0.27
1.3.15;Latvia;0.82
1.4.15;Latvia;0.58
1.5.15;Latvia;0.56
1.6.15;Latvia;-0.24
1.7.15;Latvia;-0.98
1.8.15;Latvia;-0.53
1.9.15;Latvia;-0.14
1.10.15;Latvia;0.30
1.11.15;Latvia;-0.01
1.12.15;Latvia;-0.33
1.1.16;Latvia;-0.56
1.2.16;Latvia;0.07
1.3.16;Latvia;0.74
1.4.16;Latvia;0.35
1.5.16;Latvia;0.58
1.6.16;Latvia;-0.01
1.7.16;Latvia;-0.32
1.8.16;Latvia;-0.68
1.9.16;Latvia;0.46
1.10.16;Latvia;0.77
1.11.16;Latvia;0.20
1.12.16;Latvia;0.58
1.1.17;Latvia;0.14
1.2.17;Latvia;0.41
1.3.17;Latvia;0.87
1.4.17;Latvia;0.38
1.5.17;Latvia;0.02
1.6.17;Latvia;0.17
1.7.17;Latvia;-0.69
1.8.17;Latvia;-0.24
1.9.17;Latvia;0.26
1.10.17;Latvia;0.67
1.11.17;Latvia;0.13
1.12.17;Latvia;0.01
1.1.18;Latvia;-0.01
1.2.18;Latvia;0.22
1.3.18;Latvia;1.24
1.4.18;Latvia;0.20
1.5.18;Latvia;0.31
1.6.18;Latvia;0.63
1.7.18;Latvia;-0.80
1.8.18;Latvia;-0.07
1.9.18;Latvia;0.64
1.10.18;Latvia;0.67
1.11.18;Latvia;-0.12
1.12.18;Latvia;-0.37
1.1.19;Latvia;0.47
1.2.19;Latvia;0.06
1.3.19;Latvia;1.13
1.4.19;Latvia;0.85
1.5.19;Latvia;0.22
1.6.19;Latvia;0.34
1.7.19;Latvia;-0.96
1.8.19;Latvia;0.20
1.9.19;Latvia;0.05
1.10.19;Latvia;0.38
1.11.19;Latvia;-0.26
1.12.19;Latvia;-0.23
1.1.20;Latvia;0.39
1.2.20;Latvia;0.14
1.3.20;Latvia;0.29
1.4.20;Latvia;-0.51
1.5.20;Latvia;-0.40
1.6.20;Latvia;0.19
1.7.20;Latvia;0.24
1.8.20;Latvia;-0.51
1.9.20;Latvia;0.02
1.10.20;Latvia;-0.03
1.11.20;Latvia;-0.28
1.12.20;Latvia;-0.04
1.1.21;Latvia;0.41
1.2.21;Latvia;0.43
1.3.21;Latvia;0.77
1.4.21;Latvia;0.86
1.5.21;Latvia;0.52
1.6.21;Latvia;0.29
1.7.21;Latvia;0.37
1.8.21;Latvia;0.37
1.9.21;Latvia;1.05
1.10.21;Latvia;1.14
1.11.21;Latvia;1.07
1.12.21;Latvia;0.37
1.1.22;Latvia;-0.03
1.2.22;Latvia;1.63
1.3.22;Latvia;3.32
1.4.22;Latvia;2.23
1.5.22;Latvia;3.95
1.6.22;Latvia;2.42
1.7.22;Latvia;2.19
1.8.22;Latvia;0.41
1.9.22;Latvia;1.57
1.10.22;Latvia;0.79
1.11.22;Latvia;1.14
1.12.22;Latvia;-0.45
1.1.23;Latvia;0.53
1.2.23;Latvia;0.59
1.3.23;Latvia;0.74
1.4.23;Latvia;0.34
1.5.23;Latvia;1.25
1.6.23;Latvia;-1.39
1.7.23;Latvia;0.74
1.8.23;Latvia;-0.56
1.9.23;Latvia;-0.40
1.10.23;Latvia;-0.41
1.11.23;Latvia;0.00
1.12.23;Latvia;-0.77
1.1.24;Latvia;0.83
1.2.24;Latvia;0.08
1.3.24;Latvia;1.24
1.4.24;Latvia;0.51
1.5.24;Latvia;0.25
1.6.24;Latvia;-0.13
1.7.24;Latvia;0.08
1.8.24;Latvia;-0.53
1.9.24;Latvia;0.26
1.1.12;Lithuania;0.34
1.2.12;Lithuania;0.40
1.3.12;Lithuania;0.96
1.4.12;Lithuania;0.60
1.5.12;Lithuania;0.06
1.6.12;Lithuania;-0.07
1.7.12;Lithuania;0.02
1.8.12;Lithuania;0.16
1.9.12;Lithuania;0.73
1.10.12;Lithuania;-0.16
1.11.12;Lithuania;-0.15
1.12.12;Lithuania;-0.09
1.1.13;Lithuania;0.16
1.2.13;Lithuania;-0.05
1.3.13;Lithuania;0.32
1.4.13;Lithuania;0.30
1.5.13;Lithuania;0.19
1.6.13;Lithuania;-0.24
1.7.13;Lithuania;-0.66
1.8.13;Lithuania;0.06
1.9.13;Lithuania;0.69
1.10.13;Lithuania;-0.12
1.11.13;Lithuania;-0.15
1.12.13;Lithuania;-0.13
1.1.14;Lithuania;-0.05
1.2.14;Lithuania;-0.04
1.3.14;Lithuania;0.35
1.4.14;Lithuania;0.30
1.5.14;Lithuania;-0.09
1.6.14;Lithuania;0.00
1.7.14;Lithuania;-0.51
1.8.14;Lithuania;-0.08
1.9.14;Lithuania;0.43
1.10.14;Lithuania;0.08
1.11.14;Lithuania;-0.03
1.12.14;Lithuania;-0.61
1.1.15;Lithuania;-1.30
1.2.15;Lithuania;-0.33
1.3.15;Lithuania;0.77
1.4.15;Lithuania;0.66
1.5.15;Lithuania;0.50
1.6.15;Lithuania;-0.07
1.7.15;Lithuania;-0.47
1.8.15;Lithuania;-0.83
1.9.15;Lithuania;0.61
1.10.15;Lithuania;0.47
1.11.15;Lithuania;0.27
1.12.15;Lithuania;-0.34
1.1.16;Lithuania;-0.34
1.2.16;Lithuania;-0.32
1.3.16;Lithuania;1.02
1.4.16;Lithuania;0.52
1.5.16;Lithuania;-0.01
1.6.16;Lithuania;0.11
1.7.16;Lithuania;-0.70
1.8.16;Lithuania;-0.47
1.9.16;Lithuania;0.63
1.10.16;Lithuania;0.53
1.11.16;Lithuania;0.33
1.12.16;Lithuania;0.40
1.1.17;Lithuania;0.25
1.2.17;Lithuania;0.35
1.3.17;Lithuania;1.13
1.4.17;Lithuania;0.95
1.5.17;Lithuania;-0.15
1.6.17;Lithuania;0.26
1.7.17;Lithuania;-0.34
1.8.17;Lithuania;-0.05
1.9.17;Lithuania;1.02
1.10.17;Lithuania;0.15
1.11.17;Lithuania;0.30
1.12.17;Lithuania;-0.02
1.1.18;Lithuania;0.34
1.2.18;Lithuania;-0.17
1.3.18;Lithuania;0.36
1.4.18;Lithuania;0.62
1.5.18;Lithuania;0.40
1.6.18;Lithuania;-0.01
1.7.18;Lithuania;-0.49
1.8.18;Lithuania;-0.38
1.9.18;Lithuania;1.34
1.10.18;Lithuania;0.64
1.11.18;Lithuania;-0.12
1.12.18;Lithuania;-0.63
1.1.19;Lithuania;0.19
1.2.19;Lithuania;0.13
1.3.19;Lithuania;0.94
1.4.19;Lithuania;0.81
1.5.19;Lithuania;0.23
1.6.19;Lithuania;-0.19
1.7.19;Lithuania;-0.32
1.8.19;Lithuania;-0.40
1.9.19;Lithuania;0.92
1.10.19;Lithuania;0.08
1.11.19;Lithuania;-0.01
1.12.19;Lithuania;0.33
1.1.20;Lithuania;0.44
1.2.20;Lithuania;-0.05
1.3.20;Lithuania;-0.08
1.4.20;Lithuania;0.08
1.5.20;Lithuania;-0.48
1.6.20;Lithuania;0.51
1.7.20;Lithuania;-0.28
1.8.20;Lithuania;-0.19
1.9.20;Lithuania;0.40
1.10.20;Lithuania;0.07
1.11.20;Lithuania;-0.14
1.12.20;Lithuania;-0.03
1.1.21;Lithuania;0.49
1.2.21;Lithuania;0.22
1.3.21;Lithuania;0.99
1.4.21;Lithuania;0.93
1.5.21;Lithuania;0.57
1.6.21;Lithuania;0.55
1.7.21;Lithuania;0.71
1.8.21;Lithuania;0.40
1.9.21;Lithuania;1.41
1.10.21;Lithuania;1.66
1.11.21;Lithuania;0.95
1.12.21;Lithuania;1.22
1.1.22;Lithuania;2.17
1.2.22;Lithuania;1.80
1.3.22;Lithuania;2.35
1.4.22;Lithuania;1.90
1.5.22;Lithuania;2.34
1.6.22;Lithuania;2.32
1.7.22;Lithuania;1.24
1.8.22;Lithuania;1.02
1.9.22;Lithuania;2.86
1.10.22;Lithuania;1.20
1.11.22;Lithuania;0.41
1.12.22;Lithuania;0.27
1.1.23;Lithuania;0.73
1.2.23;Lithuania;0.71
1.3.23;Lithuania;0.52
1.4.23;Lithuania;0.04
1.5.23;Lithuania;-0.17
1.6.23;Lithuania;-0.10
1.7.23;Lithuania;-0.24
1.8.23;Lithuania;-0.18
1.9.23;Lithuania;0.48
1.10.23;Lithuania;0.32
1.11.23;Lithuania;-0.40
1.12.23;Lithuania;-0.50
1.1.24;Lithuania;0.26
1.2.24;Lithuania;0.71
1.3.24;Lithuania;-0.18
1.4.24;Lithuania;0.08
1.5.24;Lithuania;0.30
1.6.24;Lithuania;0.09
1.7.24;Lithuania;-0.08
1.8.24;Lithuania;-0.42
1.9.24;Lithuania;0.32
1.1.12;Luxembourg;-0.68
1.2.12;Luxembourg;1.69
1.3.12;Luxembourg;0.34
1.4.12;Luxembourg;0.33
1.5.12;Luxembourg;-0.14
1.6.12;Luxembourg;-0.07
1.7.12;Luxembourg;-0.94
1.8.12;Luxembourg;1.54
1.9.12;Luxembourg;0.43
1.10.12;Luxembourg;0.13
1.11.12;Luxembourg;-0.07
1.12.12;Luxembourg;-0.23
1.1.13;Luxembourg;-0.90
1.2.13;Luxembourg;1.91
1.3.13;Luxembourg;0.01
1.4.13;Luxembourg;0.09
1.5.13;Luxembourg;-0.22
1.6.13;Luxembourg;0.33
1.7.13;Luxembourg;-1.15
1.8.13;Luxembourg;1.46
1.9.13;Luxembourg;0.17
1.10.13;Luxembourg;-0.20
1.11.13;Luxembourg;0.00
1.12.13;Luxembourg;0.07
1.1.14;Luxembourg;-0.91
1.2.14;Luxembourg;1.23
1.3.14;Luxembourg;-0.01
1.4.14;Luxembourg;0.03
1.5.14;Luxembourg;0.03
1.6.14;Luxembourg;0.16
1.7.14;Luxembourg;-1.02
1.8.14;Luxembourg;1.06
1.9.14;Luxembourg;-0.09
1.10.14;Luxembourg;-0.23
1.11.14;Luxembourg;-0.23
1.12.14;Luxembourg;-0.61
1.1.15;Luxembourg;-0.65
1.2.15;Luxembourg;1.68
1.3.15;Luxembourg;0.14
1.4.15;Luxembourg;0.05
1.5.15;Luxembourg;0.42
1.6.15;Luxembourg;0.19
1.7.15;Luxembourg;-1.05
1.8.15;Luxembourg;0.96
1.9.15;Luxembourg;-0.16
1.10.15;Luxembourg;-0.18
1.11.15;Luxembourg;0.06
1.12.15;Luxembourg;-0.35
1.1.16;Luxembourg;-1.20
1.2.16;Luxembourg;1.32
1.3.16;Luxembourg;0.02
1.4.16;Luxembourg;0.07
1.5.16;Luxembourg;0.32
1.6.16;Luxembourg;0.24
1.7.16;Luxembourg;-1.10
1.8.16;Luxembourg;1.16
1.9.16;Luxembourg;0.05
1.10.16;Luxembourg;-0.03
1.11.16;Luxembourg;0.08
1.12.16;Luxembourg;0.24
1.1.17;Luxembourg;-0.64
1.2.17;Luxembourg;1.37
1.3.17;Luxembourg;0.01
1.4.17;Luxembourg;0.26
1.5.17;Luxembourg;0.08
1.6.17;Luxembourg;0.05
1.7.17;Luxembourg;-0.69
1.8.17;Luxembourg;1.20
1.9.17;Luxembourg;-0.16
1.10.17;Luxembourg;0.11
1.11.17;Luxembourg;-0.27
1.12.17;Luxembourg;0.06
1.1.18;Luxembourg;-0.86
1.2.18;Luxembourg;1.26
1.3.18;Luxembourg;0.09
1.4.18;Luxembourg;0.22
1.5.18;Luxembourg;0.34
1.6.18;Luxembourg;0.16
1.7.18;Luxembourg;-0.68
1.8.18;Luxembourg;1.36
1.9.18;Luxembourg;0.23
1.10.18;Luxembourg;0.11
1.11.18;Luxembourg;-0.03
1.12.18;Luxembourg;-0.32
1.1.19;Luxembourg;-0.88
1.2.19;Luxembourg;1.52
1.3.19;Luxembourg;0.16
1.4.19;Luxembourg;0.18
1.5.19;Luxembourg;0.28
1.6.19;Luxembourg;-0.07
1.7.19;Luxembourg;-0.68
1.8.19;Luxembourg;1.17
1.9.19;Luxembourg;-0.15
1.10.19;Luxembourg;-0.01
1.11.19;Luxembourg;0.04
1.12.19;Luxembourg;0.14
1.1.20;Luxembourg;-0.64
1.2.20;Luxembourg;1.26
1.3.20;Luxembourg;-0.65
1.4.20;Luxembourg;-0.06
1.5.20;Luxembourg;-0.15
1.6.20;Luxembourg;0.49
1.7.20;Luxembourg;-0.49
1.8.20;Luxembourg;0.82
1.9.20;Luxembourg;-0.07
1.10.20;Luxembourg;-0.03
1.11.20;Luxembourg;-0.21
1.12.20;Luxembourg;0.28
1.1.21;Luxembourg;0.67
1.2.21;Luxembourg;-0.69
1.3.21;Luxembourg;1.41
1.4.21;Luxembourg;0.05
1.5.21;Luxembourg;0.29
1.6.21;Luxembourg;0.17
1.7.21;Luxembourg;-0.39
1.8.21;Luxembourg;0.97
1.9.21;Luxembourg;0.15
1.10.21;Luxembourg;0.90
1.11.21;Luxembourg;0.66
1.12.21;Luxembourg;-0.08
1.1.22;Luxembourg;0.12
1.2.22;Luxembourg;2.18
1.3.22;Luxembourg;1.00
1.4.22;Luxembourg;0.82
1.5.22;Luxembourg;0.13
1.6.22;Luxembourg;0.76
1.7.22;Luxembourg;-1.00
1.8.22;Luxembourg;0.97
1.9.22;Luxembourg;0.26
1.10.22;Luxembourg;0.87
1.11.22;Luxembourg;-0.20
1.12.22;Luxembourg;-0.61
1.1.23;Luxembourg;-0.40
1.2.23;Luxembourg;1.67
1.3.23;Luxembourg;0.31
1.4.23;Luxembourg;0.91
1.5.23;Luxembourg;0.07
1.6.23;Luxembourg;0.32
1.7.23;Luxembourg;-0.46
1.8.23;Luxembourg;1.45
1.9.23;Luxembourg;0.07
1.10.23;Luxembourg;0.01
1.11.23;Luxembourg;-0.33
1.12.23;Luxembourg;-0.15
1.1.24;Luxembourg;-0.46
1.2.24;Luxembourg;1.43
1.3.24;Luxembourg;0.21
1.4.24;Luxembourg;0.23
1.5.24;Luxembourg;0.25
1.6.24;Luxembourg;-0.05
1.7.24;Luxembourg;-0.67
1.8.24;Luxembourg;1.20
1.9.24;Luxembourg;-0.37
1.1.12;Mexico;0.71
1.2.12;Mexico;0.20
1.3.12;Mexico;0.06
1.4.12;Mexico;-0.31
1.5.12;Mexico;-0.32
1.6.12;Mexico;0.46
1.7.12;Mexico;0.56
1.8.12;Mexico;0.30
1.9.12;Mexico;0.44
1.10.12;Mexico;0.51
1.11.12;Mexico;0.68
1.12.12;Mexico;0.23
1.1.13;Mexico;0.40
1.2.13;Mexico;0.49
1.3.13;Mexico;0.73
1.4.13;Mexico;0.07
1.5.13;Mexico;-0.33
1.6.13;Mexico;-0.06
1.7.13;Mexico;-0.03
1.8.13;Mexico;0.28
1.9.13;Mexico;0.38
1.10.13;Mexico;0.48
1.11.13;Mexico;0.93
1.12.13;Mexico;0.57
1.1.14;Mexico;0.89
1.2.14;Mexico;0.25
1.3.14;Mexico;0.27
1.4.14;Mexico;-0.19
1.5.14;Mexico;-0.32
1.6.14;Mexico;0.17
1.7.14;Mexico;0.28
1.8.14;Mexico;0.36
1.9.14;Mexico;0.44
1.10.14;Mexico;0.55
1.11.14;Mexico;0.81
1.12.14;Mexico;0.49
1.1.15;Mexico;-0.09
1.2.15;Mexico;0.19
1.3.15;Mexico;0.41
1.4.15;Mexico;-0.26
1.5.15;Mexico;-0.50
1.6.15;Mexico;0.17
1.7.15;Mexico;0.15
1.8.15;Mexico;0.21
1.9.15;Mexico;0.37
1.10.15;Mexico;0.51
1.11.15;Mexico;0.55
1.12.15;Mexico;0.41
1.1.16;Mexico;0.38
1.2.16;Mexico;0.44
1.3.16;Mexico;0.15
1.4.16;Mexico;-0.32
1.5.16;Mexico;-0.45
1.6.16;Mexico;0.11
1.7.16;Mexico;0.26
1.8.16;Mexico;0.28
1.9.16;Mexico;0.61
1.10.16;Mexico;0.61
1.11.16;Mexico;0.78
1.12.16;Mexico;0.46
1.1.17;Mexico;1.70
1.2.17;Mexico;0.58
1.3.17;Mexico;0.61
1.4.17;Mexico;0.12
1.5.17;Mexico;-0.12
1.6.17;Mexico;0.25
1.7.17;Mexico;0.38
1.8.17;Mexico;0.49
1.9.17;Mexico;0.31
1.10.17;Mexico;0.63
1.11.17;Mexico;1.03
1.12.17;Mexico;0.59
1.1.18;Mexico;0.53
1.2.18;Mexico;0.38
1.3.18;Mexico;0.32
1.4.18;Mexico;-0.34
1.5.18;Mexico;-0.16
1.6.18;Mexico;0.39
1.7.18;Mexico;0.54
1.8.18;Mexico;0.58
1.9.18;Mexico;0.42
1.10.18;Mexico;0.52
1.11.18;Mexico;0.85
1.12.18;Mexico;0.70
1.1.19;Mexico;0.09
1.2.19;Mexico;-0.03
1.3.19;Mexico;0.39
1.4.19;Mexico;0.05
1.5.19;Mexico;-0.29
1.6.19;Mexico;0.06
1.7.19;Mexico;0.38
1.8.19;Mexico;-0.02
1.9.19;Mexico;0.26
1.10.19;Mexico;0.54
1.11.19;Mexico;0.81
1.12.19;Mexico;0.56
1.1.20;Mexico;0.48
1.2.20;Mexico;0.42
1.3.20;Mexico;-0.05
1.4.20;Mexico;-1.01
1.5.20;Mexico;0.38
1.6.20;Mexico;0.55
1.7.20;Mexico;0.66
1.8.20;Mexico;0.39
1.9.20;Mexico;0.23
1.10.20;Mexico;0.61
1.11.20;Mexico;0.08
1.12.20;Mexico;0.38
1.1.21;Mexico;0.86
1.2.21;Mexico;0.63
1.3.21;Mexico;0.83
1.4.21;Mexico;0.33
1.5.21;Mexico;0.20
1.6.21;Mexico;0.53
1.7.21;Mexico;0.59
1.8.21;Mexico;0.19
1.9.21;Mexico;0.62
1.10.21;Mexico;0.84
1.11.21;Mexico;1.14
1.12.21;Mexico;0.36
1.1.22;Mexico;0.59
1.2.22;Mexico;0.83
1.3.22;Mexico;0.99
1.4.22;Mexico;0.54
1.5.22;Mexico;0.18
1.6.22;Mexico;0.84
1.7.22;Mexico;0.74
1.8.22;Mexico;0.70
1.9.22;Mexico;0.62
1.10.22;Mexico;0.57
1.11.22;Mexico;0.58
1.12.22;Mexico;0.38
1.1.23;Mexico;0.68
1.2.23;Mexico;0.56
1.3.23;Mexico;0.27
1.4.23;Mexico;-0.02
1.5.23;Mexico;-0.22
1.6.23;Mexico;0.10
1.7.23;Mexico;0.48
1.8.23;Mexico;0.55
1.9.23;Mexico;0.44
1.10.23;Mexico;0.38
1.11.23;Mexico;0.64
1.12.23;Mexico;0.71
1.1.24;Mexico;0.89
1.2.24;Mexico;0.09
1.3.24;Mexico;0.29
1.4.24;Mexico;0.20
1.5.24;Mexico;-0.19
1.6.24;Mexico;0.38
1.7.24;Mexico;1.05
1.8.24;Mexico;0.37
1.9.24;Mexico;0.37
1.1.12;Netherlands;-0.05
1.2.12;Netherlands;0.76
1.3.12;Netherlands;1.14
1.4.12;Netherlands;0.41
1.5.12;Netherlands;-0.15
1.6.12;Netherlands;-0.48
1.7.12;Netherlands;0.66
1.8.12;Netherlands;0.12
1.9.12;Netherlands;0.42
1.10.12;Netherlands;0.59
1.11.12;Netherlands;-0.41
1.12.12;Netherlands;-0.13
1.1.13;Netherlands;0.02
1.2.13;Netherlands;0.79
1.3.13;Netherlands;1.07
1.4.13;Netherlands;0.09
1.5.13;Netherlands;0.02
1.6.13;Netherlands;-0.37
1.7.13;Netherlands;0.84
1.8.13;Netherlands;-0.12
1.9.13;Netherlands;0.05
1.10.13;Netherlands;-0.28
1.11.13;Netherlands;-0.50
1.12.13;Netherlands;0.05
1.1.14;Netherlands;-0.21
1.2.14;Netherlands;0.43
1.3.14;Netherlands;0.83
1.4.14;Netherlands;0.46
1.5.14;Netherlands;-0.34
1.6.14;Netherlands;-0.27
1.7.14;Netherlands;0.82
1.8.14;Netherlands;-0.07
1.9.14;Netherlands;-0.02
1.10.14;Netherlands;-0.12
1.11.14;Netherlands;-0.59
1.12.14;Netherlands;-0.20
1.1.15;Netherlands;-0.91
1.2.15;Netherlands;0.55
1.3.15;Netherlands;1.07
1.4.15;Netherlands;0.64
1.5.15;Netherlands;0.22
1.6.15;Netherlands;-0.38
1.7.15;Netherlands;0.77
1.8.15;Netherlands;-0.31
1.9.15;Netherlands;-0.19
1.10.15;Netherlands;-0.09
1.11.15;Netherlands;-0.56
1.12.15;Netherlands;-0.12
1.1.16;Netherlands;-1.02
1.2.16;Netherlands;0.60
1.3.16;Netherlands;1.02
1.4.16;Netherlands;0.09
1.5.16;Netherlands;0.18
1.6.16;Netherlands;-0.32
1.7.16;Netherlands;0.50
1.8.16;Netherlands;0.12
1.9.16;Netherlands;-0.31
1.10.16;Netherlands;0.26
1.11.16;Netherlands;-0.34
1.12.16;Netherlands;0.22
1.1.17;Netherlands;-0.36
1.2.17;Netherlands;0.74
1.3.17;Netherlands;0.35
1.4.17;Netherlands;0.53
1.5.17;Netherlands;-0.32
1.6.17;Netherlands;-0.28
1.7.17;Netherlands;0.73
1.8.17;Netherlands;0.16
1.9.17;Netherlands;-0.23
1.10.17;Netherlands;0.14
1.11.17;Netherlands;-0.17
1.12.17;Netherlands;-0.03
1.1.18;Netherlands;-0.15
1.2.18;Netherlands;0.48
1.3.18;Netherlands;0.16
1.4.18;Netherlands;0.62
1.5.18;Netherlands;0.30
1.6.18;Netherlands;-0.31
1.7.18;Netherlands;1.14
1.8.18;Netherlands;0.12
1.9.18;Netherlands;-0.43
1.10.18;Netherlands;0.36
1.11.18;Netherlands;-0.24
1.12.18;Netherlands;-0.10
1.1.19;Netherlands;0.08
1.2.19;Netherlands;0.88
1.3.19;Netherlands;0.38
1.4.19;Netherlands;0.67
1.5.19;Netherlands;-0.13
1.6.19;Netherlands;-0.09
1.7.19;Netherlands;1.00
1.8.19;Netherlands;0.44
1.9.19;Netherlands;-0.62
1.10.19;Netherlands;0.43
1.11.19;Netherlands;-0.40
1.12.19;Netherlands;0.07
1.1.20;Netherlands;-0.78
1.2.20;Netherlands;0.63
1.3.20;Netherlands;0.20
1.4.20;Netherlands;0.46
1.5.20;Netherlands;-0.15
1.6.20;Netherlands;0.31
1.7.20;Netherlands;1.10
1.8.20;Netherlands;-0.52
1.9.20;Netherlands;-0.23
1.10.20;Netherlands;0.55
1.11.20;Netherlands;-0.79
1.12.20;Netherlands;0.22
1.1.21;Netherlands;-0.21
1.2.21;Netherlands;0.88
1.3.21;Netherlands;0.28
1.4.21;Netherlands;0.45
1.5.21;Netherlands;0.09
1.6.21;Netherlands;0.19
1.7.21;Netherlands;0.51
1.8.21;Netherlands;0.44
1.9.21;Netherlands;0.07
1.10.21;Netherlands;1.25
1.11.21;Netherlands;0.88
1.12.21;Netherlands;0.74
1.1.22;Netherlands;0.46
1.2.22;Netherlands;0.65
1.3.22;Netherlands;3.63
1.4.22;Netherlands;0.29
1.5.22;Netherlands;-0.63
1.6.22;Netherlands;0.00
1.7.22;Netherlands;2.12
1.8.22;Netherlands;1.96
1.9.22;Netherlands;2.37
1.10.22;Netherlands;1.07
1.11.22;Netherlands;-3.04
1.12.22;Netherlands;0.47
1.1.23;Netherlands;-1.38
1.2.23;Netherlands;1.01
1.3.23;Netherlands;0.22
1.4.23;Netherlands;1.03
1.5.23;Netherlands;0.20
1.6.23;Netherlands;-0.34
1.7.23;Netherlands;1.03
1.8.23;Netherlands;0.45
1.9.23;Netherlands;-0.42
1.10.23;Netherlands;0.45
1.11.23;Netherlands;-1.04
1.12.23;Netherlands;0.04
1.1.24;Netherlands;0.52
1.2.24;Netherlands;0.66
1.3.24;Netherlands;0.49
1.4.24;Netherlands;0.65
1.5.24;Netherlands;0.21
1.6.24;Netherlands;0.17
1.7.24;Netherlands;1.47
1.8.24;Netherlands;0.32
1.9.24;Netherlands;-0.48
1.1.12;Norway;-0.21
1.2.12;Norway;1.07
1.3.12;Norway;-0.11
1.4.12;Norway;0.11
1.5.12;Norway;0.00
1.6.12;Norway;-0.53
1.7.12;Norway;-0.43
1.8.12;Norway;-0.43
1.9.12;Norway;1.08
1.10.12;Norway;0.43
1.11.12;Norway;0.11
1.12.12;Norway;0.32
1.1.13;Norway;-0.21
1.2.13;Norway;0.63
1.3.13;Norway;0.32
1.4.13;Norway;0.52
1.5.13;Norway;0.10
1.6.13;Norway;-0.31
1.7.13;Norway;0.42
1.8.13;Norway;-0.10
1.9.13;Norway;0.42
1.10.13;Norway;0.21
1.11.13;Norway;0.10
1.12.13;Norway;-0.10
1.1.14;Norway;0.00
1.2.14;Norway;0.52
1.3.14;Norway;0.21
1.4.14;Norway;0.41
1.5.14;Norway;0.10
1.6.14;Norway;-0.31
1.7.14;Norway;0.82
1.8.14;Norway;-0.41
1.9.14;Norway;0.61
1.10.14;Norway;0.10
1.11.14;Norway;0.00
1.12.14;Norway;0.00
1.1.15;Norway;0.00
1.2.15;Norway;0.30
1.3.15;Norway;0.30
1.4.15;Norway;0.40
1.5.15;Norway;0.20
1.6.15;Norway;0.30
1.7.15;Norway;0.00
1.8.15;Norway;-0.20
1.9.15;Norway;0.70
1.10.15;Norway;0.40
1.11.15;Norway;0.30
1.12.15;Norway;-0.39
1.1.16;Norway;0.59
1.2.16;Norway;0.59
1.3.16;Norway;0.39
1.4.16;Norway;0.39
1.5.16;Norway;0.29
1.6.16;Norway;0.58
1.7.16;Norway;0.67
1.8.16;Norway;-0.57
1.9.16;Norway;0.29
1.10.16;Norway;0.48
1.11.16;Norway;0.19
1.12.16;Norway;-0.48
1.1.17;Norway;-0.10
1.2.17;Norway;0.38
1.3.17;Norway;0.29
1.4.17;Norway;0.19
1.5.17;Norway;0.19
1.6.17;Norway;0.38
1.7.17;Norway;0.28
1.8.17;Norway;-0.75
1.9.17;Norway;0.57
1.10.17;Norway;0.09
1.11.17;Norway;0.09
1.12.17;Norway;0.00
1.1.18;Norway;-0.09
1.2.18;Norway;0.94
1.3.18;Norway;0.28
1.4.18;Norway;0.37
1.5.18;Norway;0.09
1.6.18;Norway;0.65
